user_id,transaction_amount,transaction_type,transaction_hour,day_of_week,amount_vs_user_avg,daily_transaction_count,daily_transaction_amount,identical_amount_count_24h,user_avg_transaction_amount,user_transaction_std,user_avg_daily_transactions,user_avg_transaction_hour,behavior_deviation_score,is_new_beneficiary,beneficiary_age_days,beneficiary_transaction_count_24h,beneficiary_unique_senders_24h,beneficiary_risk_score,is_new_device,device_account_count,device_fraud_history,device_change_recent,location_risk_score,distance_from_last_txn_km,is_new_location,impossible_travel_flag,transactions_last_1_min,transactions_last_5_min,transactions_last_1_hour,amount_last_5_min,amount_last_1_hour,beneficiaries_last_1_hour,amount_z_score,amount_percentile,moving_average_deviation,is_fraud
CUST_63FA7322,24081.38,Merchant,17,Friday,0.1858500853619283,2.0,69309.70999999999,,191776.95872727272,338350.83893607365,,,,,,,,21.49998647596221,,,,,,,,,,,,,,,-0.4956263127781288,,-0.6382261179375662,1
CUST_42A4893F,231091.13,Merchant,16,Saturday,0.1751379590615468,2.0,448779.02,,149898.3144642857,225559.5902601897,,,,,,,,54.24364342999423,,,,,,,,,,,,,,,0.35996170875313244,,0.47870414352002455,1
CUST_195DBB8E,262266.33,Merchant,16,Sunday,0.1213324561328835,1.0,16883.53,,139149.97854368933,264625.4136414234,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,0.4652476485993806,,-0.3654263990880126,1
CUST_2C353010,141900.83,Merchant,17,Wednesday,0.7465967199121533,1.0,141900.83,,190062.55936936935,369659.1272283493,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,-0.13028686652614005,,0.03461542331411259,0
CUST_7109084F,52142.06,Merchant,21,Saturday,0.3280477581769676,1.0,52142.06,,158945.5518367347,268037.93018252915,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.3984640970925398,,-0.4698902308149954,0
CUST_51308498,416581.09,Merchant,10,Monday,2.805615673646543,2.0,432667.63,,148480.16722222223,189260.13230970677,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,1.4165736835640341,,0.9256359176399787,0
CUST_EDC6C7D4,132678.08,Merchant,10,Friday,0.4240140597148265,2.0,99004.95,,139761.01647619047,284807.08705643483,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,-0.024869242368210438,,1.5775523961547546,1
CUST_12F357BC,51201.33,Merchant,17,Thursday,0.2660638280846948,1.0,51201.33,,192439.02602150536,488462.4098417552,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,-0.2891475232807811,,-0.5747047620460985,0
CUST_E5229351,169657.71,Merchant,21,Friday,1.006337927043301,1.0,169657.71,,168588.20392523365,223336.52747783175,,,,,,,,21.49998647596221,,,,,,,,,,,,,,,0.004788764681014824,,2.266144163904725,0
CUST_9711FEDA,38357.76,Merchant,3,Tuesday,0.2409629483359269,1.0,38357.76,,159184.30323809525,280122.7269404584,,,,,,,,87.7424404484337,,,,,,,,,,,,,,,-0.4313343103495404,,-0.19444095891925595,0
CUST_F6E278FB,50722.99,Merchant,17,Wednesday,0.1345813648867717,1.0,12871.95,,95643.37105263158,125559.20930927836,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,-0.3577625352990506,,1.367008954565006,1
CUST_445693C0,1257626.81,Merchant,13,Wednesday,8.389547334140774,2.0,1303502.11,,149903.01268518518,204047.832407596,,,,,,,,20.27184911985031,,,,,,,,,,,,,,,5.428745722238694,,6.135099028939375,0
CUST_98C4BDA3,74877.41,Merchant,16,Sunday,0.5381514132653018,1.0,74877.41,,139137.18333333335,220390.4411360559,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,-0.2915724157639995,,-0.2307163366525834,0
CUST_15430137,66816.17,Merchant,11,Thursday,0.3426446115847089,1.0,66816.17,,195000.37384615387,464098.3604514524,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,-0.27620050999848933,,0.0,0
CUST_C54C07B1,5288.27,Merchant,8,Friday,0.0400363685661449,1.0,5288.27,,132085.6549438202,220095.57407165525,,,,,,,,36.95883220072287,,,,,,,,,,,,,,,-0.5761014753642411,,-0.7796150814922159,0
CUST_19CE1CA2,39342.23,Merchant,16,Saturday,0.2870672368555343,1.0,39342.23,,137047.83368421055,193912.18793051396,,,,,,,,54.24364342999423,,,,,,,,,,,,,,,-0.5038652017026497,,-0.6263748282270936,0
CUST_08F69FA0,826448.38,Bill Payment,8,Saturday,0.2912009582447897,2.0,1287764.13,,162053.06838095238,243234.450115842,,,,,,,,82.96410924581808,,,,,,,,,,,,,,,2.73150169025245,,1.1840168429856275,1
CUST_9FBCDA40,334708.33,Bill Payment,14,Sunday,0.7625791134826954,1.0,113207.51,,148452.46272727274,298285.439471097,,,,,,,,82.96410924581808,,,,,,,,,,,,,,,0.6244215862597441,,4.336685822342106,1
CUST_174B6BA6,62066.01,Merchant,17,Wednesday,0.2293847478184966,2.0,79492.21,,270575.0107865169,767322.1546367798,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,-0.27173593193750134,,0.5615479416677013,0
CUST_6A58FEDC,211778.99,Merchant,17,Wednesday,1.2608649715413278,2.0,344741.88,,167962.25917525773,465821.725733777,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,0.09406330448782906,,0.5894905036481555,0
CUST_2A642314,58528.97,Merchant,11,Thursday,0.2595271802865467,1.0,58528.97,,225520.54242718447,657766.2746794024,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,-0.2538767626974745,,0.4351173619130986,0
CUST_13CEC863,341.38,Merchant,4,Friday,0.0015544699871482,2.0,101890.18,,219610.83092783508,350715.278376591,,,,,,,,44.02304319088622,,,,,,,,,,,,,,,-0.6252064407995023,,-0.9921731188994177,0
CUST_11C41D35,609708.0,Merchant,10,Wednesday,2.8070216896582103,1.0,609708.0,,217207.15419642857,458825.0809580187,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,0.8554476686061636,,2.863592738598745,0
CUST_5306C9B6,123884.53,Merchant,22,Friday,0.8651250225082464,1.0,123884.53,,143197.41268817204,307299.6526018829,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,-0.06284706970753573,,0.0,0
CUST_B47EE7B7,38738.07,Merchant,20,Sunday,0.2265065160180472,2.0,73029.11,,171023.08655172412,385459.8623418611,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,-0.3431875260579054,,0.06089226906177379,0
CUST_42AF1262,93843.1,Merchant,11,Sunday,0.7678000003864968,2.0,112532.02,,122222.3653982301,213263.91166403424,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.13307110976627604,,0.9902991154838849,0
CUST_21CC872E,99827.19,Merchant,9,Sunday,0.6173379324341619,1.0,99827.19,,161704.90653061224,292945.37797512754,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,-0.21122612330775858,,0.7385602429535265,0
CUST_F21A41DA,15124.86,Recharge,11,Sunday,0.0787049126332909,1.0,15124.86,,192170.7399074074,467750.68724701327,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,-0.37850479910446755,,-0.661795191906621,0
CUST_BCF4C7E3,783512.65,Merchant,1,Friday,0.6520353053718646,1.0,73174.82,,112224.24209523808,167171.49408330297,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,4.015567436217644,,11.317157265349469,1
CUST_7DC770BC,2425738.08,Merchant,7,Wednesday,0.8379922940215945,1.0,108793.36,,129825.20577319588,161286.1685160246,,,,,,,,87.7424404484337,,,,,,,,,,,,,,,14.235026446168531,,15.945473692186475,1
CUST_DCBD2300,20445.82,Merchant,9,Thursday,0.1347829291748281,1.0,20445.82,,151693.43285714285,233335.0471899017,,,,,,,,21.49998647596221,,,,,,,,,,,,,,,-0.5624856378747333,,-0.7405399081228842,0
CUST_280DF108,271813.3,Merchant,10,Sunday,0.2092381449571093,1.0,35897.13,,171560.11763157893,308562.6238259193,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,0.3249038432632092,,7.333177745944955,1
CUST_CCF0BE8E,50932.93,P2P,5,Sunday,0.1930634384631116,1.0,50932.93,,263813.4767619048,703587.4143451628,,,,,,,,29.454089383694992,,,,,,,,,,,,,,,-0.302564460963298,,0.0,0
CUST_1CCEEE52,62652.76,Merchant,11,Sunday,0.1138280170664629,1.0,15355.27,,134897.86229885058,191500.40325574143,,,,,,,,36.95883220072287,,,,,,,,,,,,,,,-0.3772582254167372,,1.131844303837237,1
CUST_613D3577,904812.45,Recharge,16,Thursday,0.1605044427481453,2.0,114641.86,,200458.934,642806.9677301061,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,1.0957465481235034,,2.3090538806076144,1
CUST_01A6F734,8226.34,Recharge,15,Wednesday,0.0527551429261464,1.0,8226.34,,155933.37044642857,264284.34277708794,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,-0.5588943669319558,,-0.8773110594580585,0
CUST_211DA0B3,46803.51,Bill Payment,14,Sunday,1.932643498028134,1.0,307126.75,,158914.36660194176,310704.15508113167,,,,,,,,82.96410924581808,,,,,,,,,,,,,,,-0.36082831455107883,,-0.7131524165468877,1
CUST_D9B673A7,114768.63,Merchant,20,Sunday,0.4918844954228538,2.0,185917.08,,233323.3496551724,499908.2676558193,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,-0.23715294850213575,,0.6497055360890855,0
CUST_7A7CA555,64420.37,P2P,22,Tuesday,0.7292751632238514,1.0,64420.37,,88333.79220000001,113371.25007674466,,,,,,,,29.454089383694992,,,,,,,,,,,,,,,-0.2109302154100995,,-0.2262979830370461,0
CUST_D5C6B0CC,59553.9,Merchant,17,Saturday,0.4020086661276665,1.0,59553.9,,148139.8363,595950.4902748576,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.14864646937221812,,0.26622287664931615,0
CUST_4745F072,79413.13,Bill Payment,1,Thursday,0.1481910798595518,2.0,35504.3,,157089.56187499998,295164.5679103424,,,,,,,,82.96410924581808,,,,,,,,,,,,,,,-0.26316313107945444,,-0.5623040566319665,1
CUST_A7963E9F,45393.73,Merchant,15,Monday,0.4239780619719422,1.0,45393.73,,107065.22363636363,123238.91070546288,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,-0.5004222553034127,,-0.6342262161263017,0
CUST_B2CBAF9C,164427.62,Merchant,11,Friday,0.2738604432370216,1.0,39529.9,,144342.22654545456,220425.96051617715,,,,,,,,44.02304319088622,,,,,,,,,,,,,,,0.0911208162936478,,4.2152376421333075,1
CUST_284A1EA8,27314.45,Merchant,12,Wednesday,0.1346869215019767,2.0,71973.12,,202798.57174311928,458927.5393967512,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,-0.3823787127130979,,-0.7132345708165614,0
CUST_09C50C42,84268.86,Merchant,12,Tuesday,0.2912649389854159,1.0,38151.19,,130983.49175824175,231577.63387167963,,,,,,,,20.27184911985031,,,,,,,,,,,,,,,-0.2017234176601311,,1.2087817239324923,1
CUST_3CE4CB8A,22702.53,Merchant,16,Wednesday,0.1309042112885127,1.0,22702.53,,173427.56869565218,256879.20334511297,,,,,,,,20.27184911985031,,,,,,,,,,,,,,,-0.586754539615866,,-0.864451269120967,0
CUST_ECFA5836,12402.35,Merchant,21,Thursday,0.0666241873920613,2.0,66911.24,,186152.8652173913,527436.5589664376,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.3294244819848515,,-0.9094263658886083,0
CUST_02AB102C,390972.03,Merchant,8,Friday,0.3200442298572621,2.0,101652.09,,135573.1361728395,297942.589982224,,,,,,,,36.95883220072287,,,,,,,,,,,,,,,0.8572084099906572,,1.804825924692403,1
CUST_EDBB71B6,3721.93,P2P,16,Friday,0.0304368036260795,1.0,3721.93,,122282.86547169813,129191.26365012994,,,,,,,,29.454089383694992,,,,,,,,,,,,,,,-0.9177163542016247,,0.0,0
CUST_FDBF9CFC,59500.71,Merchant,10,Tuesday,0.322257029254218,1.0,59500.71,,184636.43099009903,339056.293483802,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,-0.3690706333875417,,-0.21355888609302798,0
CUST_EA01756E,27636.26,Merchant,17,Tuesday,0.1779662426220286,1.0,27636.26,,155288.33798245614,243272.4312488373,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.5247289112340232,,0.0,0
CUST_FDFD66FB,111973.99,Merchant,17,Monday,0.8922960468557866,1.0,111973.99,,125488.73,163389.5488179444,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.08271483762439844,,-0.33716091982123736,0
CUST_7167C565,84234.04,Merchant,17,Sunday,0.0896258584024374,1.0,12532.35,,139828.6230952381,276907.3738283137,,,,,,,,44.02304319088622,,,,,,,,,,,,,,,-0.20076960149752993,,0.9313223607862532,1
CUST_DB74C9B7,106816.37,Merchant,14,Tuesday,0.6305575311969596,2.0,219184.74,,169398.87981308412,266215.89850998705,,,,,,,,36.95883220072287,,,,,,,,,,,,,,,-0.23508178949250977,,-0.6933954308824039,0
CUST_BC2F0057,3797195.87,Merchant,16,Thursday,5.788324097666936,1.0,646574.54,,111702.23725663718,169860.97109585378,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,21.69711858448997,,9.68914189247962,1
CUST_9F18C6A3,35357.33,P2P,12,Sunday,0.2665851403834909,1.0,35357.33,,132629.5357798165,176463.3922851546,,,,,,,,29.454089383694992,,,,,,,,,,,,,,,-0.5512316436863588,,0.0,0
CUST_E9610F5F,5832.82,Merchant,11,Wednesday,0.0447778710054637,2.0,9423.64,,130260.21762886595,267068.85977205844,,,,,,,,44.02304319088622,,,,,,,,,,,,,,,-0.4659000593894172,,-0.877433505309894,0
CUST_864C2758,315833.53,Merchant,16,Sunday,1.0012644400066424,3.0,1031334.66,,155530.52971153846,285271.846544851,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,0.5619306714981368,,-0.08128673396838805,1
CUST_76393340,61529.58,Recharge,4,Wednesday,0.579762008086515,1.0,61529.58,,106128.03077777778,135825.33169423402,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,-0.3283514954204308,,-0.05349742710014525,0
CUST_5BE8F36C,247745.33,Merchant,13,Monday,1.799752944478804,1.0,247745.33,,137654.18804123712,245696.9643177366,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,0.44807693194122017,,0.31978066758238516,0
CUST_027A36A0,151003.23,Merchant,17,Sunday,0.5795746208028707,2.0,1409032.4700000002,,164195.02685185184,219946.29441574644,,,,,,,,87.7424404484337,,,,,,,,,,,,,,,-0.05997735441232968,,-0.5224537989364806,1
CUST_A37544BD,106734.62,Merchant,9,Thursday,0.7457885911614699,1.0,106734.62,,143115.45587628867,198532.63268975745,,,,,,,,44.02304319088622,,,,,,,,,,,,,,,-0.18324864473610344,,-0.26787917864525684,0
CUST_A914B832,14171.3,Merchant,8,Tuesday,0.0720133410686881,3.0,157171.43,,196786.14790476192,392637.6737200821,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.465097620853752,,-0.6743872086416522,0
CUST_30FCDECB,158813.68,Bill Payment,8,Saturday,0.1436467830588668,2.0,51608.28,,184423.24839506173,289863.89621930127,,,,,,,,82.96410924581808,,,,,,,,,,,,,,,-0.08835032140631409,,1.373586043408497,1
CUST_4A6EB27F,97267.0,Merchant,9,Thursday,0.8752471032735427,2.0,147334.9,,111129.90193181817,140849.26982320577,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.09842366914091144,,0.9244056599437155,0
CUST_B4B945BF,22979.11,Merchant,10,Wednesday,0.142867447795799,2.0,46076.03,,160841.16771929825,336270.6460036696,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,-0.40997351198413495,,-0.471679890124657,0
CUST_8EBAE9DA,79061.39,Recharge,21,Saturday,0.4078716928862207,1.0,68946.92,,169039.70864077672,237275.5915643028,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,-0.37921438967898297,,0.06367165908591435,1
CUST_4A86B15B,46152.4,Bill Payment,14,Friday,0.2148860279642369,1.0,46152.4,,214775.17896907212,482160.1297702136,,,,,,,,82.96410924581808,,,,,,,,,,,,,,,-0.3497236054118242,,-0.19445694558656446,0
CUST_35E47285,64331.77,Merchant,15,Thursday,0.5463528587245989,1.0,64331.77,,117746.65881188118,140134.13066775096,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,-0.38116973043864993,,0.0,0
CUST_67768A57,1744365.45,Merchant,17,Monday,0.5736643177229926,1.0,75187.9,,131065.02184782608,267245.24788059393,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,6.03677873019842,,1.7890880109180087,1
CUST_6E5D0E04,43699.53,Merchant,15,Thursday,0.3904882411581155,1.0,43699.53,,111908.97677777776,160990.35760838268,,,,,,,,21.49998647596221,,,,,,,,,,,,,,,-0.4236865349644154,,0.0,0
CUST_CBC8CE44,337222.05,Merchant,21,Monday,0.0418884932241018,1.0,6821.16,,162839.9015217391,247821.54202255976,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,0.7036601703591469,,1.422186008967605,1
CUST_C6C566BB,142572.86,Merchant,21,Tuesday,0.4083987323277064,1.0,43667.91,,106923.6952631579,144795.41846126725,,,,,,,,54.24364342999423,,,,,,,,,,,,,,,0.24620367906446036,,0.20363334287298968,1
CUST_51998BEE,299158.36,Merchant,11,Sunday,2.019471650213388,2.0,349831.05,,148135.94461538462,405057.8436609565,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,0.3728416021268925,,-0.0606048397669343,0
CUST_35C7A7B2,308689.42,Merchant,10,Saturday,0.0766981906459557,2.0,56449.68,,142559.59899082567,266535.2386636572,,,,,,,,21.49998647596221,,,,,,,,,,,,,,,0.6232940223668314,,9.93644759553657,1
CUST_A01603EF,881993.79,Merchant,16,Sunday,0.0846402931566691,1.0,10754.44,,127059.524,207172.97883349657,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,3.643980360038822,,81.00452887097134,1
CUST_7D3BAD5B,180716.83,P2P,17,Monday,0.5549414913927316,2.0,243308.96,,159859.24,298977.4327815332,,,,,,,,29.454089383694992,,,,,,,,,,,,,,,0.06976309150142751,,0.6634296959638886,1
CUST_DA725326,5055.08,Merchant,12,Tuesday,0.0299964087768481,2.0,558137.45,,168521.84010416668,300436.38578111207,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,-0.5440977452819683,,-0.9818823772446115,0
CUST_031C3193,215145.77,Merchant,23,Friday,0.2162958982141247,2.0,29165.31,,110723.2911111111,169097.7871081254,,,,,,,,87.7424404484337,,,,,,,,,,,,,,,0.617527175693426,,2.817798911391931,1
CUST_9D3AFDDE,97520.41,Bill Payment,11,Sunday,0.2781652071587849,1.0,42601.48,,153150.72028571428,258679.2951959625,,,,,,,,82.96410924581808,,,,,,,,,,,,,,,-0.21505513320488806,,1.8320673947950965,1
CUST_48E6510B,116171.72,Merchant,16,Tuesday,0.6501661413266994,1.0,116171.72,,178679.0520909091,275498.83013323887,,,,,,,,23.12907258252427,,,,,,,,,,,,,,,-0.22688783128653875,,-0.7452445511169686,0
CUST_76BBB044,45336.8,Recharge,11,Saturday,0.2651819272767368,2.0,171216.41,,170963.89366972478,374737.1023716856,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,-0.3352406070139291,,-0.5747626952367969,0
CUST_4A8FEDFB,380767.93,Merchant,8,Friday,3.04390202103408,2.0,445709.12,,125091.04546296295,152402.22240022998,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,1.6776453814800225,,1.4910428645457534,0
CUST_E46AA7BF,78207.22,Recharge,10,Saturday,0.2613672820677525,2.0,986960.23,,299222.4505454545,893308.5272625098,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,-0.24741197895282874,,-0.7661062229691549,0
CUST_5B3B657F,65090.87,P2P,13,Friday,0.4723258413370764,1.0,65090.87,,137808.25010526314,207643.14401096207,,,,,,,,29.454089383694992,,,,,,,,,,,,,,,-0.35020361713182396,,-0.3845263068913864,0
CUST_AAB06AC0,84097.85,Merchant,18,Saturday,0.5717878070051127,2.0,117551.22,,153832.16839285713,238419.95348937245,,,,,,,,44.02304319088622,,,,,,,,,,,,,,,-0.2924852445119092,,0.43082171632559285,1
CUST_9EA102F7,67647.27,Merchant,14,Monday,0.3941332996021854,1.0,67647.27,,171634.51029126212,316074.8359154835,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.32899563165182716,,0.023830742904682952,0
CUST_FC9AF47C,340341.81,Merchant,14,Saturday,1.671435774565309,1.0,340341.81,,203621.4276033058,330662.521297971,,,,,,,,20.27184911985031,,,,,,,,,,,,,,,0.41347408185244827,,0.5313299585820525,0
CUST_6CD26D11,104172.51,Merchant,9,Monday,0.528021297525182,2.0,113921.95,,197287.4625833333,489429.2930660904,,,,,,,,18.089069920964608,,,,,,,,,,,,,,,-0.19025210362870432,,-0.36229302079949244,0
CUST_F8A9E7F1,269098.99,Merchant,14,Tuesday,1.855399980948405,1.0,269098.99,,145034.56794392524,219358.1646921624,,,,,,,,12.12742850733713,,,,,,,,,,,,,,,0.5655792307990054,,0.14297789671374306,0
CUST_EB82D2E1,66015.37,Merchant,17,Thursday,0.5205559217479712,1.0,66015.37,,126816.057,149155.57013836276,,,,,,,,21.49998647596221,,,,,,,,,,,,,,,-0.40763269480046116,,0.8503128916049978,0
CUST_35C9C50E,13412.33,Merchant,9,Sunday,0.0480423573421729,1.0,13412.33,,279176.1832608696,856970.0652806113,,,,,,,,54.24364342999423,,,,,,,,,,,,,,,-0.310120346121829,,0.0,0
CUST_B00991D5,20454.17,Merchant,13,Saturday,0.1065237952137939,1.0,20454.17,,192014.0325,448979.3020374727,,,,,,,,20.27184911985031,,,,,,,,,,,,,,,-0.38211084947893936,,-0.6445392648517925,0
CUST_D09A68C6,80108.54,Merchant,11,Saturday,0.3826581143389208,1.0,80108.54,,209346.55333333332,395777.6374646409,,,,,,,,36.95883220072287,,,,,,,,,,,,,,,-0.32654197988859224,,-0.3411212681864035,0
CUST_38FA9B9F,28733.3,Merchant,13,Wednesday,0.2141553975508801,1.0,28733.3,,134169.32831578946,200539.3829212448,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,-0.5257622058067066,,-0.5813881527411767,0
CUST_023B8954,538877.01,P2P,12,Thursday,0.0347559704812488,3.0,24524.77,,164785.36391666668,305807.2814735758,,,,,,,,29.454089383694992,,,,,,,,,,,,,,,1.2232921475274219,,14.698820020497568,1
CUST_A833C651,88653.97,Recharge,11,Sunday,0.7737422953860322,1.0,112936.57,,145960.47925925927,282705.0887629633,,,,,,,,49.039460217970586,,,,,,,,,,,,,,,-0.20270773868987,,-0.2250805243190889,1
CUST_7346D48B,66042.69,Merchant,13,Sunday,0.1392975270701987,1.0,18636.36,,133787.16115384616,176593.42225507568,,,,,,,,60.84928306518973,,,,,,,,,,,,,,,-0.3836183153865972,,-0.7448751938068243,1
CUST_2ED5CC92,313392.42,Merchant,13,Friday,11.023958058406564,1.0,1768831.9,,160452.43157407406,246083.98743291324,,,,,,,,13.229137506350769,,,,,,,,,,,,,,,0.6214950839400716,,-0.7108077171630495,1
